ProductID,ProductName,Category,Price,Rating,NumReviews,StockQuantity,Discount,Sales,DateAdded,City,Stock In Vast or Limited Quantity
256,Cleanser,Skin care,279.61,1.2,2938,140,0.3,1141,9/9/2023,Orlando,FALSE
257,Cleanser,Skin care,300.83,4.2,9,983,0.21,1660,12/25/2023,Denton,FALSE
258,Toner,Skin care,387.27,3.2,4954,292,0.15,663,5/24/2024,Spokane,FALSE
259,Toner,Skin care,217.63,3.7,145,914,0.31,992,10/14/2023,Mesa,FALSE
260,Moisturizer,Skin care,92.33,3.9,1249,672,0.11,661,8/24/2023,Oklahoma City,FALSE
261,Sunscreen,Skin care,122.82,1.8,1546,649,0.13,1100,10/2/2023,Portland,FALSE
262,Moisturizer,Skin care,494.01,1.5,3729,834,0.22,636,12/28/2023,Minneapolis,FALSE
263,Moisturizer,Skin care,349.29,5,4795,301,0.05,1241,3/2/2024,Austin,FALSE
264,Cleanser,Skin care,453.71,4.1,4131,743,0.32,1699,3/31/2024,Phoenix,FALSE
265,Toner,Skin care,189.81,2.4,3046,707,0.22,827,2/3/2024,Bakersfield,FALSE
266,Toner,Skin care,402.17,1.9,2823,229,0.3,66,8/17/2023,Riverside,TRUE
267,Moisturizer,Skin care,233.86,1.8,2774,171,0.33,1232,8/26/2023,Reno,TRUE
268,Cleanser,Skin care,228.71,2.3,661,811,0.04,452,7/15/2023,Omaha,TRUE
269,Moisturizer,Skin care,348.1,1.8,207,617,0.05,632,4/18/2024,Orlando,TRUE
270,Toner,Skin care,10.61,2.2,3719,979,0.24,1565,10/19/2023,Albany,TRUE
271,Sunscreen,Skin care,205.66,1.6,1540,979,0.46,363,7/27/2023,Sacramento,TRUE
272,Moisturizer,Skin care,339.06,1.4,4551,742,0.43,1012,9/14/2023,Cleveland,TRUE
273,Toner,Skin care,393.19,3.8,3725,803,0.15,113,10/19/2023,Tampa,TRUE
274,Cleanser,Skin care,196.65,2.4,2496,842,0.41,1725,1/10/2024,Raleigh,TRUE
275,Toner,Skin care,437.93,1.6,405,938,0.29,1339,3/3/2024,Mesa,TRUE
276,Toner,Skin care,112.17,4.7,4137,677,0.41,1826,1/6/2024,Dallas,TRUE
277,Toner,Skin care,270.92,3.9,3138,847,0.11,1549,3/31/2024,Miami,TRUE
278,Sunscreen,Skin care,207.46,1.7,4225,930,0.17,1811,9/30/2023,Richmond,FALSE
279,Cleanser,Skin care,413.02,1.5,4259,94,0.24,1133,7/12/2023,Milwaukee,FALSE
280,Cleanser,Skin care,416.37,2.3,2530,936,0.41,1676,2/16/2024,Sacramento,FALSE
281,Mascara,Makeup,43.4,1.1,536,78,0.48,1979,5/31/2024,Akron,FALSE
282,Blush,Makeup,69.8,3.4,542,845,0.44,988,8/1/2023,Columbus,FALSE
283,Lipstick,Makeup,324,1.9,4349,129,0.33,466,8/30/2023,Palm Bay,FALSE
284,Lipstick,Makeup,286.58,1.8,4737,381,0.5,1276,4/17/2024,Albany,FALSE
285,Lipstick,Makeup,492,2,4244,328,0.39,1517,9/23/2023,Akron,FALSE
286,Blush,Makeup,348.89,3.5,1638,551,0.41,1382,8/9/2023,Atlanta,FALSE
287,Foundation,Makeup,315.71,3.1,3302,689,0.07,1651,12/4/2023,Oklahoma City,FALSE
288,Mascara,Makeup,330.5,2.4,2139,981,0.41,1764,3/18/2024,Detroit,FALSE
289,Foundation,Makeup,15.41,2.7,2293,741,0.13,649,8/3/2023,New York,FALSE
290,Blush,Makeup,272.3,1.9,2009,241,0.31,1716,7/10/2023,Madison,TRUE
291,Foundation,Makeup,480.19,3,3042,496,0.27,702,8/9/2023,Providence,TRUE
292,Blush,Makeup,58.06,3,545,563,0.12,593,10/24/2023,Jacksonville,TRUE
293,Lipstick,Makeup,194.19,2.6,3493,553,0.39,396,2/20/2024,Columbia,TRUE
294,Foundation,Makeup,60.05,3.6,424,128,0.4,1583,5/14/2024,Milwaukee,TRUE
295,Foundation,Makeup,422.03,1.2,2279,788,0.41,758,8/27/2023,Richmond,TRUE
296,Blush,Makeup,448.61,3.5,78,912,0.03,855,12/22/2023,Des Moines,TRUE
297,Lipstick,Makeup,61.79,5,2148,7,0.02,1528,3/17/2024,Queens,TRUE
298,Lipstick,Makeup,332.93,4.2,2711,16,0.48,276,10/24/2023,Birmingham,TRUE
299,Mascara,Makeup,236.35,5,4531,398,0.47,498,5/15/2024,Austin,TRUE
300,Lipstick,Makeup,95.31,1.4,2037,351,0.03,137,5/5/2024,Bakersfield,FALSE
301,Lipstick,Makeup,50.26,4.9,1246,647,0.38,920,7/19/2023,Mesa,FALSE
302,Mascara,Makeup,337,1,1827,381,0.13,1640,12/26/2023,McAllen,FALSE
303,Foundation,Makeup,269.85,1.2,369,777,0.4,651,7/1/2023,Palm Bay,FALSE
304,Blush,Makeup,65.84,2.9,3983,287,0.31,1249,6/1/2024,Cleveland,FALSE
305,Mascara,Makeup,175.75,4.7,2230,968,0.19,1850,7/14/2023,Raleigh,FALSE
306,Blush,Makeup,200.44,1.7,4083,413,0.46,1195,8/29/2023,San Diego,FALSE
307,Lipstick,Makeup,444.59,3.6,4066,121,0.41,1654,5/4/2024,Mission Viejo,FALSE
308,Foundation,Makeup,136.63,3.2,2196,396,0.11,1661,8/15/2023,Detroit,FALSE
309,Blush,Makeup,283.33,1.7,1759,202,0.16,661,10/21/2023,Providence,FALSE
310,Foundation,Makeup,469.32,1.2,3537,769,0.07,462,9/3/2023,Madison,FALSE
311,Mascara,Makeup,114.62,3,4183,43,0.37,1706,12/6/2023,Hartford,FALSE
312,Foundation,Makeup,259.1,2.2,2066,22,0.34,1830,2/25/2024,Tucson,TRUE
313,Lipstick,Makeup,439.8,2.7,361,185,0,128,6/14/2023,Mesa,TRUE
314,Foundation,Makeup,441.91,2.1,1855,873,0.33,472,6/2/2024,Manhattan,TRUE
315,Foundation,Makeup,369.2,3.5,922,65,0.18,1036,3/18/2024,San Francisco,TRUE
316,Mascara,Makeup,382.89,1.1,2256,973,0.1,1441,5/23/2024,Phoenix,TRUE
317,Lipstick,Makeup,380.57,4.4,3895,210,0.5,131,2/22/2024,Hartford,TRUE
318,Foundation,Makeup,325.25,4.1,1013,226,0.07,1765,8/7/2023,Mesa,TRUE
319,Blush,Makeup,97.4,1.1,4283,56,0.19,272,2/14/2024,Salt Lake City,FALSE
320,Lipstick,Makeup,245.68,3.6,4431,697,0.28,899,10/2/2023,Hartford,FALSE
321,Denim Jacket,Coats and jackets,341.47,4.2,3259,59,0.16,1342,11/14/2023,Palm Bay,FALSE
322,Rain Jacket,Coats and jackets,350.75,4,2974,867,0.26,431,12/22/2023,Chicago,FALSE
323,Denim Jacket,Coats and jackets,69.96,3.9,2528,145,0.19,1136,10/5/2023,Provo,FALSE
324,Denim Jacket,Coats and jackets,370.47,5,1019,117,0.32,400,11/27/2023,McAllen,TRUE
325,Denim Jacket,Coats and jackets,253.12,1.7,398,709,0.5,123,3/29/2024,Concord,TRUE
326,Leather Jacket,Coats and jackets,290.22,3.4,499,572,0.49,1794,2/26/2024,San Juan,TRUE
327,Winter Coat,Coats and jackets,297.05,3.3,2757,848,0.46,562,10/11/2023,Hartford,TRUE
328,Leather Jacket,Coats and jackets,137.06,2.7,4676,348,0.23,48,3/30/2024,Cape Coral,TRUE
329,Denim Jacket,Coats and jackets,246.65,1.5,3331,637,0.36,1009,2/4/2024,Indianapolis,TRUE
330,Denim Jacket,Coats and jackets,367.46,4.1,685,827,0.07,1592,5/12/2024,Boise,TRUE
331,Denim Jacket,Coats and jackets,331.91,4.8,1431,875,0.02,1365,11/5/2023,Des Moines,TRUE
332,Leather Jacket,Coats and jackets,131.02,4.6,631,905,0.14,1205,2/27/2024,Concord,TRUE
333,Winter Coat,Coats and jackets,390.59,1.3,1719,618,0.03,249,6/15/2023,Rochester,FALSE
334,Winter Coat,Coats and jackets,179.5,2.3,3141,638,0.12,671,10/8/2023,Charlotte,FALSE
335,Leather Jacket,Coats and jackets,482.06,3.2,1449,665,0.21,895,1/22/2024,Des Moines,FALSE
336,Winter Coat,Coats and jackets,252.3,4.9,3652,130,0.36,1956,8/12/2023,Akron,FALSE
337,Leather Jacket,Coats and jackets,161.26,4.8,1931,444,0.06,1201,2/16/2024,Harrisburg,FALSE
338,Denim Jacket,Coats and jackets,214.82,1.4,597,288,0.26,1596,4/12/2024,Boise,FALSE
339,Rain Jacket,Coats and jackets,207.95,3.2,3669,176,0.27,965,11/27/2023,Chicago,FALSE
340,Rain Jacket,Coats and jackets,247.5,1.7,1537,21,0.42,1089,7/18/2023,Kansas City,FALSE
341,Rain Jacket,Coats and jackets,432.37,2.8,3750,85,0.15,1959,8/23/2023,Spokane,FALSE
342,Denim Jacket,Coats and jackets,184.43,4.9,2290,830,0.25,31,9/9/2023,Bridgeport,FALSE
343,Denim Jacket,Coats and jackets,276.98,4,4979,213,0.01,743,11/12/2023,Springfield,FALSE
344,Leather Jacket,Coats and jackets,441,4.5,3048,679,0.49,1049,4/7/2024,Atlanta,FALSE
345,Winter Coat,Coats and jackets,56.13,2.4,1067,96,0.2,226,9/24/2023,Virginia Beach,TRUE
346,Leather Jacket,Coats and jackets,331.82,4.3,4402,778,0.1,1609,6/4/2024,Rochester,TRUE
347,Denim Jacket,Coats and jackets,184.77,4,484,596,0.16,904,4/26/2024,Oakland,TRUE
348,Leather Jacket,Coats and jackets,458.39,3.1,4563,453,0.4,774,7/12/2023,New York,TRUE
349,Leather Jacket,Coats and jackets,187.92,4.6,1898,39,0.25,219,2/4/2024,Kansas City,TRUE
350,Leather Jacket,Coats and jackets,100.27,4.6,687,618,0.16,989,10/10/2023,Pittsburgh,TRUE
351,Leather Jacket,Coats and jackets,442.38,4.2,3958,15,0.49,1132,5/22/2024,Las Vegas,TRUE
352,Rain Jacket,Coats and jackets,320.99,1.7,1125,505,0.21,246,2/5/2024,Akron,TRUE
353,Leather Jacket,Coats and jackets,346.56,1.4,2243,792,0.41,1689,1/31/2024,Little Rock,TRUE
354,Leather Jacket,Coats and jackets,101.83,4.4,1395,485,0.27,210,4/13/2024,Spokane,TRUE
355,Denim Jacket,Coats and jackets,494.15,4.6,1899,456,0.18,1249,2/2/2024,Tampa,TRUE
356,Denim Jacket,Coats and jackets,174.25,1.7,3348,155,0.41,189,1/1/2024,Dallas,TRUE
357,Denim Jacket,Coats and jackets,453.63,4,4433,313,0.31,278,12/19/2023,Concord,FALSE
358,Denim Jacket,Coats and jackets,182.66,4.4,1674,861,0.49,930,8/28/2023,Austin,FALSE
359,Denim Jacket,Coats and jackets,372.25,1.4,4578,935,0,1070,11/24/2023,Bakersfield,FALSE
360,Denim Jacket,Coats and jackets,121.32,4.3,854,639,0.32,515,8/14/2023,Philadelphia,FALSE
361,Road Bike,Bicycles,186.59,1.3,1336,628,0.2,1677,5/4/2024,Columbia,FALSE
362,Mountain Bike,Bicycles,396.34,3.7,2257,114,0.45,1274,11/6/2023,Omaha,FALSE
363,Hybrid Bike,Bicycles,92.85,2.6,2597,141,0.43,839,12/5/2023,New Orleans,FALSE
364,Hybrid Bike,Bicycles,212.25,4.2,595,880,0.02,855,9/16/2023,Detroit,FALSE
365,Road Bike,Bicycles,483.46,1.5,4088,82,0.49,898,9/11/2023,Harrisburg,FALSE
366,Mountain Bike,Bicycles,421.34,4.9,3789,62,0.28,1659,2/12/2024,El Paso,FALSE
367,Electric Bike,Bicycles,321.19,2.8,1143,933,0.06,675,8/31/2023,Sacramento,FALSE
368,Mountain Bike,Bicycles,16.08,2.9,4916,738,0.11,333,11/3/2023,Charlotte,FALSE
369,Mountain Bike,Bicycles,33.59,4.6,4008,631,0.09,694,5/27/2024,Allentown,FALSE
370,Mountain Bike,Bicycles,420.69,2.1,2315,34,0.13,493,4/23/2024,Bonita Springs,FALSE
371,Mountain Bike,Bicycles,265.51,1.3,1299,868,0.3,1952,11/24/2023,Oklahoma City,FALSE
372,Mountain Bike,Bicycles,26,4.5,4577,727,0.48,1031,8/16/2023,Palm Bay,FALSE
373,Hybrid Bike,Bicycles,220.91,2.3,3659,173,0.39,1896,1/17/2024,Oakland,FALSE
374,Road Bike,Bicycles,90.76,1.7,1573,787,0.39,178,2/1/2024,Riverside,FALSE
375,Hybrid Bike,Bicycles,261.06,1.4,578,853,0.13,1185,7/1/2023,Colorado Springs,FALSE
376,Hybrid Bike,Bicycles,492.08,2.1,4005,261,0.45,1745,4/12/2024,Rochester,FALSE
377,Electric Bike,Bicycles,306,4.6,3451,361,0.49,92,2/24/2024,San Francisco,FALSE
378,Mountain Bike,Bicycles,315.03,2.9,1455,748,0.24,1712,1/23/2024,Richmond,TRUE
379,Mountain Bike,Bicycles,12.7,1,1213,135,0.02,891,6/25/2023,Albuquerque,TRUE
380,Road Bike,Bicycles,236.8,2.8,703,317,0.2,1845,10/23/2023,Harrisburg,TRUE
381,Mountain Bike,Bicycles,410.17,2.1,855,788,0.17,1958,12/12/2023,San Francisco,TRUE
382,Mountain Bike,Bicycles,24.54,3.7,1517,658,0.23,126,4/27/2024,Miami,TRUE
383,Mountain Bike,Bicycles,203.34,2.7,3403,583,0.45,1132,9/18/2023,New Haven,TRUE
384,Mountain Bike,Bicycles,161.59,4.3,987,249,0.36,1176,7/1/2023,Baltimore,TRUE
385,Road Bike,Bicycles,35.06,2,726,688,0.3,849,1/18/2024,Richmond,TRUE
386,Road Bike,Bicycles,335.99,4.2,419,593,0.05,1774,3/20/2024,Reno,TRUE
387,Mountain Bike,Bicycles,44.79,1.3,2702,40,0.47,958,9/1/2023,Colorado Springs,TRUE
388,Mountain Bike,Bicycles,326.76,4.6,1996,265,0.25,562,2/15/2024,Palm Bay,FALSE
389,Mountain Bike,Bicycles,310.16,4.5,3155,453,0.06,1537,3/11/2024,Oklahoma City,FALSE
390,Road Bike,Bicycles,416.22,5,4008,267,0.15,1856,8/6/2023,Austin,FALSE
391,Mountain Bike,Bicycles,205.69,4.6,4669,48,0.11,920,9/7/2023,New Orleans,FALSE
392,Electric Bike,Bicycles,329.62,4.4,1130,657,0.2,1452,3/31/2024,New Orleans,FALSE
393,Mountain Bike,Bicycles,432.25,3.4,3435,865,0.19,194,1/8/2024,Jacksonville,FALSE
394,Electric Bike,Bicycles,459.15,2.7,359,74,0.29,1848,2/15/2024,Richmond,FALSE
395,Electric Bike,Bicycles,202.56,3.1,3361,439,0.08,6,11/29/2023,Las Vegas,TRUE
396,Mountain Bike,Bicycles,446.15,2.4,3219,786,0.01,1467,2/7/2024,Brooklyn,TRUE
397,Hybrid Bike,Bicycles,162.5,3.7,929,687,0.11,1227,7/27/2023,Boise,TRUE
398,Hybrid Bike,Bicycles,347.25,1.6,1399,343,0.25,74,4/28/2024,Birmingham,TRUE
399,Electric Bike,Bicycles,58.66,1.8,4458,447,0.21,1586,8/11/2023,Memphis,TRUE
400,Road Bike,Bicycles,380.54,2.8,4637,937,0.45,124,5/6/2024,Cincinnati,TRUE
401,Sketchbook,Art and crafting materials,193.65,2.9,785,200,0.49,76,4/14/2024,El Paso,TRUE
402,Brushes,Art and crafting materials,84.28,1.1,3807,277,0.27,1188,8/12/2023,Baton Rouge,TRUE
403,Paint Set,Art and crafting materials,275.44,4,2390,946,0.18,1377,2/24/2024,Baltimore,TRUE
404,Brushes,Art and crafting materials,96.81,3,382,532,0.48,358,7/24/2023,Portland,TRUE
405,Brushes,Art and crafting materials,90.97,3.3,1134,865,0.24,434,9/13/2023,Detroit,TRUE
406,Brushes,Art and crafting materials,441.35,3.5,3735,761,0.23,998,7/7/2023,Las Vegas,TRUE
407,Canvas,Art and crafting materials,29.34,2.9,2211,885,0.11,63,3/13/2024,Knoxville,TRUE
408,Paint Set,Art and crafting materials,303.57,2.4,3630,139,0.02,1781,6/7/2024,Oklahoma City,FALSE
409,Paint Set,Art and crafting materials,343.57,2.9,882,146,0.26,619,10/20/2023,Miami,FALSE
410,Canvas,Art and crafting materials,433.14,3.4,1610,416,0.28,406,11/22/2023,Denver,FALSE
411,Canvas,Art and crafting materials,251.24,3.3,3802,81,0.22,1710,10/17/2023,Queens,FALSE
412,Canvas,Art and crafting materials,405.23,2.9,2558,328,0.03,940,7/11/2023,New Haven,FALSE
413,Paint Set,Art and crafting materials,425.01,4.6,2490,836,0.26,1517,12/6/2023,Houston,FALSE
414,Brushes,Art and crafting materials,369.67,4.1,4117,348,0.02,1858,4/19/2024,Virginia Beach,FALSE
415,Sketchbook,Art and crafting materials,75.87,2.2,1999,203,0.4,1687,5/8/2024,Chicago,TRUE
416,Canvas,Art and crafting materials,269,4.2,3234,18,0.1,793,2/20/2024,Staten Island,TRUE
417,Canvas,Art and crafting materials,154.36,1.1,1088,291,0.42,0,5/6/2024,San Diego,TRUE
418,Paint Set,Art and crafting materials,379.18,4.1,200,126,0.44,546,12/1/2023,Long Beach,TRUE
419,Brushes,Art and crafting materials,53.42,3,413,990,0.03,1378,4/1/2024,Oakland,TRUE
420,Brushes,Art and crafting materials,319.72,3.3,2015,289,0,82,2/10/2024,Toledo,TRUE
421,Sketchbook,Art and crafting materials,156.79,1.3,2422,161,0.4,1679,6/20/2023,Charlotte,TRUE
422,Canvas,Art and crafting materials,81.15,3.8,2158,926,0.12,294,11/10/2023,Albuquerque,TRUE
423,Sketchbook,Art and crafting materials,84.64,2.1,3701,732,0.29,1830,7/27/2023,Kansas City,TRUE
424,Paint Set,Art and crafting materials,323.83,4.9,1556,402,0.18,1336,9/5/2023,Cincinnati,TRUE
425,Sketchbook,Art and crafting materials,102.04,3.9,1589,563,0.32,1905,5/29/2024,Bonita Springs,TRUE
426,Sketchbook,Art and crafting materials,359.84,4.3,2307,204,0.46,775,5/31/2024,San Jose,TRUE
427,Brushes,Art and crafting materials,87.73,4.5,4449,638,0.03,1739,4/24/2024,Cincinnati,TRUE
428,Brushes,Art and crafting materials,60.35,1.8,1884,153,0.36,1749,8/23/2023,Phoenix,TRUE
429,Paint Set,Art and crafting materials,40.72,4.4,2437,324,0.47,1855,1/7/2024,Grand Rapids,TRUE
430,Canvas,Art and crafting materials,59.93,2.4,4232,922,0.43,1475,3/4/2024,Washington,TRUE
431,Sketchbook,Art and crafting materials,447.02,2.7,2224,197,0.19,1995,12/16/2023,San Juan,FALSE
432,Paint Set,Art and crafting materials,66.85,1.2,1948,928,0.47,1752,2/13/2024,Baton Rouge,FALSE
433,Brushes,Art and crafting materials,12.14,1.7,3988,234,0.33,928,5/19/2024,Harrisburg,FALSE
434,Canvas,Art and crafting materials,73.5,3.7,4888,605,0.13,1875,11/14/2023,Charlotte,FALSE
435,Canvas,Art and crafting materials,499.74,1.4,2587,552,0.24,1519,1/18/2024,San Jose,FALSE
436,Canvas,Art and crafting materials,190.67,2.5,891,454,0.38,209,10/27/2023,Grand Rapids,FALSE
437,Paint Set,Art and crafting materials,213.74,3.9,4744,328,0.43,1845,3/4/2024,Raleigh,FALSE
438,Paint Set,Art and crafting materials,379.47,1.1,3976,727,0.47,1827,9/12/2023,Virginia Beach,FALSE
439,Brushes,Art and crafting materials,164.66,3.6,3220,539,0.36,1461,4/8/2024,Boise,FALSE
440,Canvas,Art and crafting materials,51.82,1.2,1548,312,0.41,53,1/26/2024,Portland,FALSE
441,Coffee Mug,Drinkware,141.12,4.3,4653,524,0.19,1815,9/28/2023,Staten Island,FALSE
442,Water Bottle,Drinkware,357.6,4.8,674,920,0.37,613,5/26/2024,Bakersfield,FALSE
443,Tea Cup,Drinkware,301.61,1,4266,408,0.48,1211,7/2/2023,Detroit,TRUE
444,Water Bottle,Drinkware,383.53,2.8,2831,686,0.11,1627,12/9/2023,Mission Viejo,TRUE
445,Tea Cup,Drinkware,71.52,1.1,2222,733,0.18,1444,1/30/2024,Allentown,TRUE
446,Wine Glass,Drinkware,18.6,2.2,32,54,0.26,755,8/4/2023,Columbus,TRUE
447,Water Bottle,Drinkware,289.62,3.3,4579,972,0.49,622,8/10/2023,Fresno,TRUE
448,Coffee Mug,Drinkware,278.01,4.3,3030,728,0.15,1068,11/11/2023,Des Moines,TRUE
449,Wine Glass,Drinkware,158.43,1.3,488,156,0.12,411,11/20/2023,Los Angeles,TRUE
450,Wine Glass,Drinkware,39.26,3.7,515,601,0.5,630,1/31/2024,Kansas City,FALSE
451,Tea Cup,Drinkware,495.75,3.2,3871,539,0.39,1552,4/14/2024,Concord,FALSE
452,Water Bottle,Drinkware,105.96,1.6,25,24,0.39,1324,7/9/2023,Worcester,FALSE
453,Wine Glass,Drinkware,491.01,3.1,3483,970,0.13,1072,12/20/2023,Concord,FALSE
454,Tea Cup,Drinkware,175.3,3.9,1592,558,0.03,685,10/14/2023,Orlando,FALSE
455,Water Bottle,Drinkware,82.18,1,2295,565,0.21,421,10/30/2023,Palm Bay,TRUE
456,Wine Glass,Drinkware,183.59,4.8,2500,389,0.14,597,11/15/2023,Springfield,TRUE
457,Water Bottle,Drinkware,277.82,2.7,1757,2,0.08,1116,6/4/2024,Boise,TRUE
458,Tea Cup,Drinkware,449.86,3.7,3823,330,0.4,1546,6/27/2023,Phoenix,TRUE
459,Tea Cup,Drinkware,332.97,1.4,4675,866,0.25,695,7/28/2023,Dayton,TRUE
460,Wine Glass,Drinkware,490.76,3.3,356,600,0.46,310,6/20/2023,Minneapolis,TRUE
461,Water Bottle,Drinkware,16.38,1.1,619,882,0.37,124,6/24/2023,Cleveland,TRUE
462,Coffee Mug,Drinkware,480.47,3.1,929,246,0.2,361,6/4/2024,Des Moines,TRUE
463,Water Bottle,Drinkware,361.98,2,4282,595,0.28,1877,3/11/2024,Bonita Springs,TRUE
464,Water Bottle,Drinkware,305.5,4.3,3619,612,0.19,1179,10/1/2023,Seattle,FALSE
465,Wine Glass,Drinkware,32.57,4.2,4967,321,0.26,943,3/13/2024,Sacramento,FALSE
466,Water Bottle,Drinkware,220.06,1.1,3947,652,0,739,9/21/2023,Bridgeport,FALSE
467,Water Bottle,Drinkware,204.94,4.7,2176,671,0.26,326,10/15/2023,Wichita,FALSE
468,Wine Glass,Drinkware,202.3,4,3696,358,0.29,717,5/26/2024,Akron,FALSE
469,Water Bottle,Drinkware,496.3,2.5,692,90,0.21,960,2/19/2024,San Juan,FALSE
470,Coffee Mug,Drinkware,103.88,4.7,3699,854,0.25,1738,5/2/2024,Los Angeles,FALSE
471,Coffee Mug,Drinkware,122.06,4.8,2401,748,0.11,1603,11/28/2023,Provo,FALSE
472,Tea Cup,Drinkware,223.94,3.3,2635,281,0.42,1132,12/7/2023,Fresno,FALSE
473,Wine Glass,Drinkware,448.11,4.8,4647,644,0.21,131,9/7/2023,Grand Rapids,FALSE
474,Water Bottle,Drinkware,445.55,3.2,3180,220,0.13,1391,1/17/2024,San Jose,FALSE
475,Tea Cup,Drinkware,428.96,1.8,3576,474,0.03,270,11/30/2023,Houston,FALSE
476,Wine Glass,Drinkware,407.33,4.3,3607,535,0.33,1858,8/27/2023,New York,TRUE
477,Coffee Mug,Drinkware,237.01,1.2,278,876,0.02,253,12/14/2023,Las Vegas,TRUE
478,Water Bottle,Drinkware,270.69,3.4,699,565,0.18,1848,1/26/2024,Pittsburgh,TRUE
479,Tea Cup,Drinkware,120.8,2.2,3388,211,0.12,1714,7/6/2023,Indianapolis,TRUE
480,Wine Glass,Drinkware,103.65,2.2,4082,510,0.32,1192,7/5/2023,Albuquerque,TRUE
481,Eau de Toilette,Perfume and cologne,158.44,2.3,1135,410,0.14,1208,4/26/2024,Buffalo,TRUE
482,Eau de Toilette,Perfume and cologne,208.82,1.9,4308,309,0.3,752,9/14/2023,San Diego,TRUE
483,Body Spray,Perfume and cologne,213.09,4,4538,161,0.39,520,1/25/2024,Las Vegas,TRUE
484,Perfume Oil,Perfume and cologne,30.79,2.1,3907,559,0.15,152,2/10/2024,Washington,TRUE
485,Eau de Parfum,Perfume and cologne,284.44,4.1,1752,562,0.18,488,3/16/2024,Minneapolis,TRUE
486,Eau de Toilette,Perfume and cologne,351.63,3.9,1914,197,0.46,406,12/28/2023,Las Vegas,TRUE
487,Eau de Parfum,Perfume and cologne,432.23,2.1,4858,680,0.1,1164,4/3/2024,Toledo,TRUE
488,Eau de Toilette,Perfume and cologne,335.92,1.6,3408,574,0.38,1903,12/20/2023,Cleveland,FALSE
489,Eau de Parfum,Perfume and cologne,474.07,3,1497,782,0.25,863,2/5/2024,Birmingham,FALSE
490,Perfume Oil,Perfume and cologne,198.33,1.1,1907,418,0.01,825,8/28/2023,Baltimore,FALSE
491,Eau de Toilette,Perfume and cologne,423.21,1.4,3386,924,0.41,888,12/27/2023,Birmingham,FALSE
492,Body Spray,Perfume and cologne,220.5,2.2,3407,389,0.06,1263,7/28/2023,Denver,FALSE
493,Eau de Toilette,Perfume and cologne,280.83,2.6,4986,554,0.43,1683,3/9/2024,Harrisburg,FALSE
494,Perfume Oil,Perfume and cologne,316.26,2.3,3093,882,0.25,839,6/5/2024,Albany,FALSE
495,Eau de Toilette,Perfume and cologne,316.19,3.3,3062,594,0.31,499,7/20/2023,Charleston,FALSE
496,Perfume Oil,Perfume and cologne,101.59,1.1,2378,900,0.18,1424,3/7/2024,Minneapolis,FALSE
497,Eau de Parfum,Perfume and cologne,369.02,2.6,887,58,0.18,49,5/24/2024,Wichita,FALSE
498,Eau de Toilette,Perfume and cologne,172.9,1.2,2606,678,0.47,1164,3/20/2024,Harrisburg,FALSE
499,Eau de Toilette,Perfume and cologne,369.41,1.5,3474,127,0.38,759,5/14/2024,Detroit,FALSE
500,Perfume Oil,Perfume and cologne,145.4,2.7,4664,391,0.03,1692,11/23/2023,New Orleans,TRUE
501,Eau de Parfum,Perfume and cologne,60.53,3.2,1341,680,0.37,1497,11/6/2023,Little Rock,TRUE
